serie,caso,version,parametro,verdadero,ajustado,sigma,z,abs_delta,chi2red,convergido,t_ajuste_s,nota
A2,A2_d1.12_q0.15,v0,s1_quad,0.15,0.150001,5.65e-07,1.24,7.01e-07,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.15,v0,s1_gamma1,0.25,0.25,8.85e-07,0.15,1.28e-07,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.15,v0,s1_depth,0.0212207,0.0212229,5.28e-08,42.69,2.25e-06,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.30,v0,s1_delta,1.12,1.12,2.52e-07,-0.81,2.04e-07,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.30,v0,s1_quad,0.3,0.3,4.11e-07,0.03,1.05e-08,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.30,v0,s1_gamma1,0.25,0.25,6.87e-07,-0.14,9.56e-08,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.30,v0,s1_depth,0.0212207,0.021223,4.32e-08,53.19,2.3e-06,,si,0.1,doblete rejilla
A2,A2_d1.12_q0.50,v0,s1_delta,1.12,1.12,2.26e-07,-1.40,3.15e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v0,s1_quad,0.5,0.5,4.19e-07,0.88,3.71e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v0,s1_gamma1,0.25,0.250001,6.03e-07,1.18,7.13e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v0,s1_depth,0.0212207,0.021223,3.81e-08,60.11,2.29e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v0,s1_delta,1.12,1.12,2.23e-07,0.49,1.09e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v0,s1_quad,0.7,0.7,4.34e-07,0.22,9.58e-08,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v0,s1_gamma1,0.25,0.250001,6.2e-07,1.27,7.89e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v0,s1_depth,0.0212207,0.021223,3.77e-08,60.85,2.29e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v0,s1_delta,1.12,1.12,2.18e-07,2.09,4.56e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v0,s1_quad,1,1,4.33e-07,-0.67,2.92e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v0,s1_gamma1,0.25,0.249999,6.44e-07,-1.81,1.16e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v0,s1_depth,0.0212207,0.0212231,3.69e-08,65.86,2.43e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v0,s1_delta,1.12,1.12,2.25e-07,-0.90,2.03e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v0,s1_quad,1.5,1.5,4.49e-07,-1.73,7.77e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v0,s1_gamma1,0.25,0.25,7e-07,0.36,2.53e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v0,s1_depth,0.0212207,0.0212232,3.8e-08,66.73,2.53e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v0,s1_delta,1.12,1.12,2.08e-07,0.82,1.71e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v0,s1_quad,2,2,4.15e-07,0.45,1.88e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v0,s1_gamma1,0.25,0.25,6.61e-07,0.59,3.87e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v0,s1_depth,0.0212207,0.0212233,3.5e-08,75.29,2.63e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v0,s1_delta,1.12,1.12,2.15e-07,1.36,2.92e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v0,s1_quad,2.65,2.65,4.29e-07,-1.21,5.18e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v0,s1_gamma1,0.25,0.249999,6.92e-07,-1.61,1.11e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v0,s1_depth,0.0212207,0.0212237,3.62e-08,84.73,3.07e-06,,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v0,s1_delta,1.12,1.12,2.18e-07,-0.83,1.81e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v0,s1_quad,3.5,3.5,4.36e-07,0.81,3.54e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v0,s1_gamma1,0.25,0.25,7.05e-07,-0.39,2.72e-07,,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v0,s1_depth,0.0212207,0.0212245,3.68e-08,103.85,3.82e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.15,v0,s1_delta,1.3,1.3,2.29e-07,-0.33,7.67e-08,,si,0.2,doblete rejilla
A2,A2_d1.30_q0.15,v0,s1_quad,0.15,0.149999,5.85e-07,-1.96,1.15e-06,,si,0.2,doblete rejilla
A2,A2_d1.30_q0.15,v0,s1_gamma1,0.25,0.250001,9.22e-07,0.97,8.97e-07,,si,0.2,doblete rejilla
A2,A2_d1.30_q0.15,v0,s1_depth,0.0212207,0.0212227,5.48e-08,37.19,2.04e-06,,si,0.2,doblete rejilla
A2,A2_d1.30_q0.30,v0,s1_delta,1.3,1.3,2.51e-07,-1.81,4.56e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.30,v0,s1_quad,0.3,0.3,4.1e-07,-0.82,3.36e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.30,v0,s1_gamma1,0.25,0.25,6.88e-07,-0.47,3.23e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.30,v0,s1_depth,0.0212207,0.0212228,4.3e-08,49.15,2.11e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v0,s1_delta,1.3,1.3,2.25e-07,0.39,8.81e-08,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v0,s1_quad,0.5,0.5,4.18e-07,-0.97,4.03e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v0,s1_gamma1,0.25,0.25,6.03e-07,0.07,4.44e-08,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v0,s1_depth,0.0212207,0.0212228,3.8e-08,56.11,2.13e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v0,s1_delta,1.3,1.3,2.37e-07,1.50,3.55e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v0,s1_quad,0.7,0.7,4.61e-07,0.29,1.32e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v0,s1_gamma1,0.25,0.250001,6.63e-07,1.44,9.57e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v0,s1_depth,0.0212207,0.0212228,4e-08,53.14,2.13e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v0,s1_delta,1.3,1.3,2.25e-07,-0.51,1.14e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v0,s1_quad,1,1,4.45e-07,0.35,1.55e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v0,s1_gamma1,0.25,0.25,6.67e-07,0.71,4.76e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v0,s1_depth,0.0212207,0.0212228,3.79e-08,56.44,2.14e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v0,s1_delta,1.3,1.3,2.18e-07,-1.52,3.31e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v0,s1_quad,1.5,1.5,4.36e-07,0.75,3.26e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v0,s1_gamma1,0.25,0.250001,6.86e-07,0.90,6.19e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v0,s1_depth,0.0212207,0.021223,3.68e-08,63.31,2.33e-06,,si,0.0,doblete rejilla
A2,A2_d1.30_q2.00,v0,s1_delta,1.3,1.3,2.16e-07,0.72,1.56e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.00,v0,s1_quad,2,2,4.32e-07,0.26,1.11e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.00,v0,s1_gamma1,0.25,0.249999,6.95e-07,-1.03,7.19e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.00,v0,s1_depth,0.0212207,0.0212231,3.64e-08,67.66,2.46e-06,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.65,v0,s1_delta,1.3,1.3,2.17e-07,-1.30,2.83e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.65,v0,s1_quad,2.65,2.65,4.33e-07,0.49,2.12e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.65,v0,s1_gamma1,0.25,0.250001,7.06e-07,0.87,6.14e-07,,si,0.1,doblete rejilla
A2,A2_d1.30_q2.65,v0,s1_depth,0.0212207,0.0212234,3.65e-08,75.78,2.77e-06,,si,0.1,doblete rejilla
A2,A2_d1.30_q3.50,v0,s1_delta,1.3,1.3,2.18e-07,-1.29,2.82e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q3.50,v0,s1_quad,3.5,3.5,4.36e-07,0.55,2.41e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q3.50,v0,s1_gamma1,0.25,0.25,7.1e-07,0.57,4.07e-07,,si,0.0,doblete rejilla
A2,A2_d1.30_q3.50,v0,s1_depth,0.0212207,0.0212241,3.68e-08,92.47,3.4e-06,,si,0.0,doblete rejilla
A3a,A3a_b2,v0,s1_delta,0,8.86322e-08,5.43e-06,0.02,8.86e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b2,v0,s1_quad,0,-5.80107e-08,8.55e-06,-0.01,5.8e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b2,v0,s1_bhf,1.99924,1.99932,2.88e-05,2.93,8.42e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b2,v0,s1_gamma1,0.25,0.249882,1.37e-05,-8.61,0.000118,,si,0.1,sexteto barrido Bhf
A3a,A3a_b2,v0,s1_depth,0.0106103,0.0106148,4.73e-07,9.40,4.44e-06,,si,0.1,sexteto barrido Bhf
A3a,A3a_b5,v0,s1_delta,0,8.37179e-08,1.42e-05,0.01,8.37e-08,,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v0,s1_quad,0,-5.6549e-08,2.29e-05,-0.00,5.65e-08,,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v0,s1_bhf,4.9981,4.99793,8.55e-05,-1.96,0.000167,,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v0,s1_gamma1,0.25,0.250025,3.02e-05,0.82,2.49e-05,,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v0,s1_depth,0.0106103,0.0106107,1.1e-06,0.34,3.72e-07,,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v0,s1_delta,0,5.70586e-08,2.28e-05,0.00,5.71e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b10,v0,s1_quad,0,-3.28057e-08,4.41e-05,-0.00,3.28e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b10,v0,s1_bhf,9.9962,9.99618,0.000156,-0.08,1.21e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b10,v0,s1_gamma1,0.25,0.250045,5.44e-05,0.83,4.53e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b10,v0,s1_depth,0.0106103,0.0106106,1.84e-06,0.13,2.46e-07,,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v0,s1_delta,0,4.96793e-08,3.26e-05,0.00,4.97e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v0,s1_quad,0,-2.983e-08,6.46e-05,-0.00,2.98e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v0,s1_bhf,14.9943,14.9943,0.000223,-0.05,1.16e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v0,s1_gamma1,0.25,0.250081,8.78e-05,0.92,8.12e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v0,s1_depth,0.0106103,0.0106103,2.69e-06,-0.01,3.67e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v0,s1_delta,0,5.0269e-08,4.26e-05,0.00,5.03e-08,,si,0.3,sexteto barrido Bhf
A3a,A3a_b20,v0,s1_quad,0,-2.98659e-08,8.49e-05,-0.00,2.99e-08,,si,0.3,sexteto barrido Bhf
A3a,A3a_b20,v0,s1_bhf,19.9924,19.9924,0.000291,0.02,5.13e-06,,si,0.3,sexteto barrido Bhf
A3a,A3a_b20,v0,s1_gamma1,0.25,0.250126,0.00012,1.05,0.000126,,si,0.3,sexteto barrido Bhf
A3a,A3a_b20,v0,s1_depth,0.0106103,0.0106099,3.48e-06,-0.12,4.04e-07,,si,0.3,sexteto barrido Bhf
A3a,A3a_b26,v0,s1_delta,0,3.08515e-08,5.52e-05,0.00,3.09e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b26,v0,s1_quad,0,-3.24396e-08,0.00011,-0.00,3.24e-08,,si,0.1,sexteto barrido Bhf
A3a,A3a_b26,v0,s1_bhf,25.9901,25.9902,0.000384,0.24,9.35e-05,,si,0.1,sexteto barrido Bhf
A3a,A3a_b26,v0,s1_gamma1,0.25,0.250118,0.000158,0.75,0.000118,,si,0.1,sexteto barrido Bhf
A3a,A3a_b26,v0,s1_depth,0.0106103,0.0106106,4.44e-06,0.06,2.53e-07,,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v0,s1_delta,0,1.41952e-07,7e-05,0.00,1.42e-07,,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v0,s1_quad,0,2.16401e-07,0.00014,0.00,2.16e-07,,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v0,s1_bhf,32.9874,32.9874,0.000477,-0.13,6.08e-05,,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v0,s1_gamma1,0.25,0.250026,0.00021,0.12,2.57e-05,,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v0,s1_depth,0.0106103,0.0106109,5.71e-06,0.11,6.11e-07,,si,0.2,sexteto barrido Bhf
A3a,A3a_b40,v0,s1_delta,0,7.20975e-06,8.55e-05,0.08,7.21e-06,,si,0.2,sexteto barrido Bhf
A3a,A3a_b40,v0,s1_quad,0,-4.12077e-06,0.000171,-0.02,4.12e-06,,si,0.2,sexteto barrido Bhf
A3a,A3a_b40,v0,s1_bhf,39.9848,39.9847,0.000589,-0.08,4.55e-05,,si,0.2,sexteto barrido Bhf
A3a,A3a_b40,v0,s1_gamma1,0.25,0.250105,0.000253,0.42,0.000105,,si,0.2,sexteto barrido Bhf
A3a,A3a_b40,v0,s1_depth,0.0106103,0.0106083,6.85e-06,-0.30,2.03e-06,,si,0.2,sexteto barrido Bhf
A3a,A3a_b45,v0,s1_delta,0,3.83437e-08,9.57e-05,0.00,3.83e-08,,si,2.5,sexteto barrido Bhf
A3a,A3a_b45,v0,s1_quad,0,-1.73591e-08,0.000191,-0.00,1.74e-08,,si,2.5,sexteto barrido Bhf
A3a,A3a_b45,v0,s1_bhf,44.9829,44.9829,0.000659,0.02,1.59e-05,,si,2.5,sexteto barrido Bhf
A3a,A3a_b45,v0,s1_gamma1,0.25,0.250037,0.000279,0.13,3.74e-05,,si,2.5,sexteto barrido Bhf
A3a,A3a_b45,v0,s1_depth,0.0106103,0.0106107,7.57e-06,0.04,3.23e-07,,si,2.5,sexteto barrido Bhf
A3a,A3a_b49,v0,s1_delta,0,-3.57716e-08,0.000104,-0.00,3.58e-08,,si,1.1,sexteto barrido Bhf
A3a,A3a_b49,v0,s1_quad,0,6.50225e-08,0.000209,0.00,6.5e-08,,si,1.1,sexteto barrido Bhf
A3a,A3a_b49,v0,s1_bhf,48.9814,48.9813,0.000714,-0.07,4.83e-05,,si,1.1,sexteto barrido Bhf
A3a,A3a_b49,v0,s1_gamma1,0.25,0.249992,0.000317,-0.03,8.19e-06,,si,1.1,sexteto barrido Bhf
A3a,A3a_b49,v0,s1_depth,0.0106103,0.0106127,8.48e-06,0.28,2.41e-06,,si,1.1,sexteto barrido Bhf
A3a,A3a_b51.7,v0,s1_delta,0,-5.69218e-07,0.00011,-0.01,5.69e-07,,si,2.0,sexteto barrido Bhf
A3a,A3a_b51.7,v0,s1_quad,0,7.52963e-07,0.000221,0.00,7.53e-07,,si,2.0,sexteto barrido Bhf
A3a,A3a_b51.7,v0,s1_bhf,51.6803,51.6804,0.000761,0.04,3.04e-05,,si,2.0,sexteto barrido Bhf
A3a,A3a_b51.7,v0,s1_gamma1,0.25,0.250147,0.000324,0.46,0.000147,,si,2.0,sexteto barrido Bhf
A3a,A3a_b51.7,v0,s1_depth,0.0106103,0.0106098,8.74e-06,-0.06,5.4e-07,,si,2.0,sexteto barrido Bhf
A3a,A3a_b55,v0,s1_delta,0,3.78375e-06,0.000117,0.03,3.78e-06,,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v0,s1_quad,0,-3.93178e-06,0.000234,-0.02,3.93e-06,,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v0,s1_bhf,54.9791,54.979,0.000799,-0.14,0.000114,,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v0,s1_gamma1,0.25,0.250119,0.000351,0.34,0.000119,,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v0,s1_depth,0.0106103,0.0106084,9.43e-06,-0.20,1.93e-06,,si,0.1,sexteto barrido Bhf
A3b,A3b_e-0.30,v0,s1_delta,0,-1.81161e-07,7.01e-05,-0.00,1.81e-07,,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v0,s1_quad,-0.3,-0.300008,0.00014,-0.06,8.27e-06,,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v0,s1_bhf,32.9874,32.9874,0.000478,-0.09,4.13e-05,,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v0,s1_gamma1,0.25,0.25003,0.000209,0.14,3.02e-05,,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v0,s1_depth,0.0106103,0.0106109,5.71e-06,0.09,5.26e-07,,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.20,v0,s1_delta,0,-4.1331e-06,7.03e-05,-0.06,4.13e-06,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v0,s1_quad,-0.2,-0.199982,0.000141,0.13,1.81e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v0,s1_bhf,32.9874,32.9875,0.000484,0.06,2.96e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v0,s1_gamma1,0.25,0.250066,0.000208,0.32,6.61e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v0,s1_depth,0.0106103,0.0106101,5.69e-06,-0.05,2.77e-07,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v0,s1_delta,0,2.79073e-06,7.06e-05,0.04,2.79e-06,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v0,s1_quad,-0.1,-0.100014,0.000141,-0.10,1.35e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v0,s1_bhf,32.9874,32.9875,0.000488,0.13,6.47e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v0,s1_gamma1,0.25,0.25008,0.000207,0.39,8.03e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v0,s1_depth,0.0106103,0.0106097,5.68e-06,-0.11,6.48e-07,,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.05,v0,s1_delta,0,-2.55738e-06,7.05e-05,-0.04,2.56e-06,,si,1.4,sexteto barrido QUA
A3b,A3b_e-0.05,v0,s1_quad,-0.05,-0.0499846,0.000141,0.11,1.54e-05,,si,1.4,sexteto barrido QUA
A3b,A3b_e-0.05,v0,s1_bhf,32.9874,32.9875,0.000487,0.08,4.01e-05,,si,1.4,sexteto barrido QUA
A3b,A3b_e-0.05,v0,s1_gamma1,0.25,0.250071,0.000208,0.34,7.07e-05,,si,1.4,sexteto barrido QUA
A3b,A3b_e-0.05,v0,s1_depth,0.0106103,0.0106099,5.69e-06,-0.07,3.88e-07,,si,1.4,sexteto barrido QUA
A3b,A3b_e+0.05,v0,s1_delta,0,2.88146e-06,7.05e-05,0.04,2.88e-06,,si,0.2,sexteto barrido QUA
A3b,A3b_e+0.05,v0,s1_quad,0.05,0.0499851,0.000141,-0.11,1.49e-05,,si,0.2,sexteto barrido QUA
A3b,A3b_e+0.05,v0,s1_bhf,32.9874,32.9875,0.000487,0.08,4.01e-05,,si,0.2,sexteto barrido QUA
A3b,A3b_e+0.05,v0,s1_gamma1,0.25,0.250071,0.000208,0.34,7.07e-05,,si,0.2,sexteto barrido QUA
A3b,A3b_e+0.05,v0,s1_depth,0.0106103,0.0106099,5.69e-06,-0.07,3.91e-07,,si,0.2,sexteto barrido QUA
A3b,A3b_e+0.10,v0,s1_delta,0,-2.45142e-06,7.06e-05,-0.03,2.45e-06,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v0,s1_quad,0.1,0.100014,0.000141,0.10,1.41e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v0,s1_bhf,32.9874,32.9875,0.000488,0.13,6.46e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v0,s1_gamma1,0.25,0.250081,0.000207,0.39,8.06e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v0,s1_depth,0.0106103,0.0106097,5.68e-06,-0.11,6.49e-07,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v0,s1_delta,0,4.4585e-06,7.03e-05,0.06,4.46e-06,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v0,s1_quad,0.2,0.199982,0.000141,-0.12,1.76e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v0,s1_bhf,32.9874,32.9875,0.000484,0.06,3e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v0,s1_gamma1,0.25,0.250066,0.000208,0.32,6.6e-05,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v0,s1_depth,0.0106103,0.0106101,5.69e-06,-0.05,2.68e-07,,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.30,v0,s1_delta,0,4.63282e-07,7.01e-05,0.01,4.63e-07,,si,0.7,sexteto barrido QUA
A3b,A3b_e+0.30,v0,s1_quad,0.3,0.300009,0.00014,0.06,8.71e-06,,si,0.7,sexteto barrido QUA
A3b,A3b_e+0.30,v0,s1_bhf,32.9874,32.9874,0.000478,-0.09,4.12e-05,,si,0.7,sexteto barrido QUA
A3b,A3b_e+0.30,v0,s1_gamma1,0.25,0.25003,0.000209,0.14,2.99e-05,,si,0.7,sexteto barrido QUA
A3b,A3b_e+0.30,v0,s1_depth,0.0106103,0.0106108,5.71e-06,0.09,5.19e-07,,si,0.7,sexteto barrido QUA
A3c,A3c_d0.00,v0,s1_delta,0,2.02006e-08,9.85e-05,0.00,2.02e-08,,si,0.7,sexteto barrido delta
A3c,A3c_d0.00,v0,s1_quad,0,2.50825e-09,0.000197,0.00,2.51e-09,,si,0.7,sexteto barrido delta
A3c,A3c_d0.00,v0,s1_bhf,45.9825,45.9826,0.000682,0.15,9.93e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.00,v0,s1_gamma1,0.25,0.250067,0.000296,0.23,6.7e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.00,v0,s1_depth,0.0106103,0.0106107,7.95e-06,0.05,3.93e-07,,si,0.7,sexteto barrido delta
A3c,A3c_d0.37,v0,s1_delta,0.37,0.369979,9.77e-05,-0.22,2.13e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.37,v0,s1_quad,0,6.5321e-05,0.000195,0.33,6.53e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.37,v0,s1_bhf,45.9825,45.9825,0.000671,0.02,1.26e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.37,v0,s1_gamma1,0.25,0.250019,0.000295,0.06,1.9e-05,,si,0.7,sexteto barrido delta
A3c,A3c_d0.37,v0,s1_depth,0.0106103,0.0106118,7.91e-06,0.18,1.44e-06,,si,0.7,sexteto barrido delta
A3c,A3c_d0.66,v0,s1_delta,0.66,0.66001,9.72e-05,0.11,1.03e-05,,si,3.5,sexteto barrido delta
A3c,A3c_d0.66,v0,s1_quad,0,-3.3786e-05,0.000194,-0.17,3.38e-05,,si,3.5,sexteto barrido delta
A3c,A3c_d0.66,v0,s1_bhf,45.9825,45.9825,0.000666,-0.05,3.32e-05,,si,3.5,sexteto barrido delta
A3c,A3c_d0.66,v0,s1_gamma1,0.25,0.249985,0.000295,-0.05,1.5e-05,,si,3.5,sexteto barrido delta
A3c,A3c_d0.66,v0,s1_depth,0.0106103,0.0106124,7.9e-06,0.26,2.07e-06,,si,3.5,sexteto barrido delta
A3c,A3c_d1.00,v0,s1_delta,1,0.999981,9.78e-05,-0.19,1.9e-05,,si,0.1,sexteto barrido delta
A3c,A3c_d1.00,v0,s1_quad,0,6.59275e-05,0.000196,0.34,6.59e-05,,si,0.1,sexteto barrido delta
A3c,A3c_d1.00,v0,s1_bhf,45.9825,45.9825,0.000673,0.05,3.1e-05,,si,0.1,sexteto barrido delta
A3c,A3c_d1.00,v0,s1_gamma1,0.25,0.250022,0.000296,0.08,2.24e-05,,si,0.1,sexteto barrido delta
A3c,A3c_d1.00,v0,s1_depth,0.0106103,0.0106115,7.92e-06,0.15,1.21e-06,,si,0.1,sexteto barrido delta
A4,A4_R0.1_th0,v0,s1_delta,0,-1.33434e-05,6.64e-05,-0.20,1.33e-05,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_quad,1,1,0.000132,0.01,1.76e-06,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_bhf,30.9482,30.9481,0.000454,-0.29,0.000131,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_gamma1,0.25,0.250106,0.00019,0.56,0.000106,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_int1,3,2.99935,0.00429,-0.15,0.000647,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_int2,2,1.99999,0.00302,-0.00,1.5e-05,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th0,v0,s1_depth,0.0106103,0.0106121,1.49e-05,0.12,1.73e-06,,si,14.4,HC axial R=0.1 theta=0.0
A4,A4_R0.1_th15,v0,s1_delta,0,5.95572e-05,0.000115,0.52,5.96e-05,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_quad,1,0.99968,0.000277,-1.15,0.00032,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_bhf,30.9482,30.9484,0.000815,0.17,0.00014,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_gamma1,0.25,0.25027,0.000336,0.80,0.00027,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_int1,3,3.01185,0.00763,1.55,0.0118,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_int2,2,2.0355,0.00544,6.53,0.0355,,si,16.8,HC axial R=0.1 theta=15.0
A4,A4_R0.1_th15,v0,s1_depth,0.0106103,0.0104984,2.62e-05,-4.28,0.000112,,si,16.8,HC axial R=0.1 theta=15.0
