-11.87880000	419572.500000
-11.78560000	419716.500000
-11.69250000	420352.000000
-11.59930000	419430.000000
-11.50610000	419135.500000
-11.41300000	419744.000000
-11.31980000	419958.000000
-11.22660000	419601.500000
-11.13350000	419764.000000
-11.04030000	419996.500000
-10.94710000	419603.500000
-10.85400000	419200.500000
-10.76080000	419260.500000
-10.66760000	419289.000000
-10.57450000	419497.000000
-10.48130000	419115.500000
-10.38810000	419574.000000
-10.29500000	419788.000000
-10.20180000	418555.000000
-10.10860000	419184.000000
-10.01550000	419374.500000
-9.92230000	420062.500000
-9.82910000	419716.000000
-9.73600000	419454.000000
-9.64280000	419309.500000
-9.54960000	419555.500000
-9.45650000	418927.500000
-9.36330000	419600.500000
-9.27010000	419905.500000
-9.17700000	418866.500000
-9.08380000	419645.500000
-8.99060000	419207.500000
-8.89750000	419474.500000
-8.80430000	419259.500000
-8.71110000	419555.500000
-8.61800000	419290.500000
-8.52480000	419509.000000
-8.43160000	418668.000000
-8.33850000	418920.500000
-8.24530000	419556.500000
-8.15210000	418819.000000
-8.05900000	419195.000000
-7.96580000	418866.000000
-7.87260000	419296.500000
-7.77940000	418623.000000
-7.68630000	418187.000000
-7.59310000	418506.500000
-7.49990000	419731.000000
-7.40680000	418994.500000
-7.31360000	419195.000000
-7.22040000	418581.500000
-7.12730000	418530.000000
-7.03410000	418360.000000
-6.94090000	418811.500000
-6.84780000	418842.500000
-6.75460000	418053.500000
-6.66140000	417572.500000
-6.56830000	418662.000000
-6.47510000	418357.500000
-6.38190000	418344.000000
-6.28880000	419242.500000
-6.19560000	418096.000000
-6.10240000	417483.000000
-6.00930000	418925.000000
-5.91610000	419091.500000
-5.82290000	418096.000000
-5.72980000	418104.000000
-5.63660000	418296.500000
-5.54340000	418074.000000
-5.45030000	417502.000000
-5.35710000	417141.000000
-5.26390000	417393.500000
-5.17080000	417398.000000
-5.07760000	418560.500000
-4.98440000	418175.000000
-4.89130000	418788.500000
-4.79810000	418643.500000
-4.70490000	418916.000000
-4.61180000	416921.500000
-4.51860000	417601.500000
-4.42540000	417502.500000
-4.33230000	416038.500000
-4.23910000	417446.000000
-4.14590000	416795.000000
