 Velocity_(mm/s)           Experimental_data         Total_Fit                 subspectra_1              rest                      
  -12.126600000000000       0.99982400000000005       0.99990699999999999       -8.2999999999944230E-005   0.0000000000000000     
  -12.031499999999999       0.99960899999999997       0.99990400000000002       -2.9500000000004523E-004   0.0000000000000000     
  -11.936400000000001       0.99886699999999995       0.99990199999999996       -1.0350000000000081E-003   0.0000000000000000     
  -11.841300000000000       0.99917500000000004       0.99989899999999998       -7.2399999999994691E-004   0.0000000000000000     
  -11.746200000000000       0.99959100000000001       0.99989700000000004       -3.0600000000002847E-004   0.0000000000000000     
  -11.651100000000000       0.99966900000000003       0.99989399999999995       -2.2499999999991971E-004   0.0000000000000000     
  -11.555999999999999       0.99935499999999999       0.99989099999999997       -5.3599999999998094E-004   0.0000000000000000     
  -11.460900000000001        1.0005770000000000       0.99988800000000000        6.8900000000005068E-004   0.0000000000000000     
  -11.365800000000000        1.0007219999999999       0.99988500000000002        8.3699999999986563E-004   0.0000000000000000     
  -11.270600000000000        1.0002810000000000       0.99988100000000002        3.9999999999995595E-004   0.0000000000000000     
  -11.175500000000000       0.99827600000000005       0.99987800000000004       -1.6019999999999923E-003   0.0000000000000000     
  -11.080399999999999       0.99961000000000000       0.99987400000000004       -2.6400000000004198E-004   0.0000000000000000     
  -10.985300000000001       0.99934699999999999       0.99987099999999995       -5.2399999999996894E-004   0.0000000000000000     
  -10.890200000000000        1.0008390000000000       0.99985700000000000        9.8200000000003840E-004   0.0000000000000000     
  -10.795100000000000       0.99841100000000005       0.99985299999999999       -1.4419999999999433E-003   0.0000000000000000     
  -10.699999999999999       0.99904599999999999       0.99984899999999999       -8.0299999999999816E-004   0.0000000000000000     
  -10.604900000000001       0.99905900000000003       0.99984399999999996       -7.8499999999992465E-004   0.0000000000000000     
  -10.509800000000000       0.99973199999999995       0.99983900000000003       -1.0700000000007925E-004   0.0000000000000000     
  -10.414600000000000        1.0004630000000001       0.99983400000000000        6.2900000000010170E-004   0.0000000000000000     
  -10.319500000000000       0.99974499999999999       0.99982800000000005       -8.3000000000055252E-005   0.0000000000000000     
  -10.224399999999999       0.99866699999999997       0.99982199999999999       -1.1550000000000171E-003   0.0000000000000000     
  -10.129300000000001       0.99855799999999995       0.99981600000000004       -1.2580000000000924E-003   0.0000000000000000     
  -10.034200000000000       0.99928300000000003       0.99980999999999998       -5.2699999999994418E-004   0.0000000000000000     
  -9.9390999999999998        1.0002890000000000       0.99980300000000000        4.8599999999998644E-004   0.0000000000000000     
  -9.8439999999999994       0.99916499999999997       0.99979499999999999       -6.3000000000001943E-004   0.0000000000000000     
  -9.7489000000000008       0.99884600000000001       0.99978800000000001       -9.4199999999999839E-004   0.0000000000000000     
  -9.6538000000000004        1.0000629999999999       0.99978000000000000        2.8299999999992220E-004   0.0000000000000000     
  -9.5586000000000002       0.99739599999999995       0.99977099999999997       -2.3750000000000160E-003   0.0000000000000000     
  -9.4634999999999998       0.99978299999999998       0.99976200000000004        2.0999999999937735E-005   0.0000000000000000     
  -9.3683999999999994        1.0006850000000000       0.99975199999999997        9.3300000000007266E-004   0.0000000000000000     
  -9.2733000000000008       0.99910299999999996       0.99974099999999999       -6.3800000000002743E-004   0.0000000000000000     
  -9.1782000000000004       0.99818099999999998       0.99973000000000001       -1.5490000000000226E-003   0.0000000000000000     
  -9.0831000000000000       0.99920200000000003       0.99971800000000000       -5.1599999999996093E-004   0.0000000000000000     
  -8.9879999999999995       0.99971600000000005       0.99970499999999995        1.1000000000094268E-005   0.0000000000000000     
  -8.8928999999999991        1.0005450000000000       0.99969100000000000        8.5400000000002141E-004   0.0000000000000000     
  -8.7978000000000005       0.99925600000000003       0.99967499999999998       -4.1899999999994719E-004   0.0000000000000000     
  -8.7026000000000003       0.99990000000000001       0.99965899999999996        2.4100000000004673E-004   0.0000000000000000     
  -8.6074999999999999       0.99886200000000003       0.99962799999999996       -7.6599999999993340E-004   0.0000000000000000     
  -8.5123999999999995       0.99914899999999995       0.99960800000000005       -4.5900000000009822E-004   0.0000000000000000     
  -8.4172999999999991       0.99855300000000002       0.99958700000000000       -1.0339999999999794E-003   0.0000000000000000     
  -8.3222000000000005       0.99925399999999998       0.99956400000000001       -3.1000000000003247E-004   0.0000000000000000     
  -8.2271000000000001        1.0004299999999999       0.99953899999999996        8.9099999999997515E-004   0.0000000000000000     
  -8.1319999999999997        1.0001920000000000       0.99951100000000004        6.8099999999993166E-004   0.0000000000000000     
  -8.0368999999999993       0.99926300000000001       0.99948000000000004       -2.1700000000002273E-004   0.0000000000000000     
  -7.9417999999999997       0.99909999999999999       0.99944599999999995       -3.4599999999995745E-004   0.0000000000000000     
  -7.8465999999999996       0.99919899999999995       0.99940899999999999       -2.1000000000004349E-004   0.0000000000000000     
  -7.7515000000000001        1.0003560000000000       0.99936599999999998        9.9000000000004640E-004   0.0000000000000000     
  -7.6563999999999997       0.99911200000000000       0.99931899999999996       -2.0699999999995722E-004   0.0000000000000000     
  -7.5613000000000001       0.99909599999999998       0.99926599999999999       -1.7000000000000348E-004   0.0000000000000000     
  -7.4661999999999997       0.99907900000000005       0.99920600000000004       -1.2699999999998823E-004   0.0000000000000000     
  -7.3711000000000002       0.99964600000000003       0.99913700000000005        5.0899999999998169E-004   0.0000000000000000     
  -7.2759999999999998       0.99910900000000002       0.99905800000000000        5.1000000000023249E-005   0.0000000000000000     
  -7.1809000000000003       0.99980400000000003       0.99896600000000002        8.3800000000000541E-004   0.0000000000000000     
  -7.0857999999999999       0.99908900000000000       0.99885900000000005        2.2999999999995246E-004   0.0000000000000000     
  -6.9907000000000004       0.99807100000000004       0.99873400000000001       -6.6299999999996917E-004   0.0000000000000000     
  -6.8955000000000002       0.99987599999999999       0.99858400000000003        1.2919999999999598E-003   0.0000000000000000     
  -6.8003999999999998       0.99849699999999997       0.99840399999999996        9.3000000000009742E-005   0.0000000000000000     
  -6.7053000000000003       0.99917900000000004       0.99818399999999996        9.9500000000007915E-004   0.0000000000000000     
  -6.6101999999999999       0.99765000000000004       0.99791200000000002       -2.6199999999998447E-004   0.0000000000000000     
  -6.5151000000000003       0.99840600000000002       0.99756999999999996        8.3600000000005892E-004   0.0000000000000000     
  -6.4199999999999999       0.99722999999999995       0.99712999999999996        9.9999999999988987E-005   0.0000000000000000     
  -6.3249000000000004       0.99687199999999998       0.99655199999999999        3.1999999999998696E-004   0.0000000000000000     
  -6.2298000000000000       0.99604999999999999       0.99577199999999999        2.7800000000000047E-004   0.0000000000000000     
  -6.1346999999999996       0.99503299999999995       0.99468199999999996        3.5099999999999021E-004   0.0000000000000000     
  -6.0395000000000003       0.99356699999999998       0.99309800000000004        4.6899999999994169E-004   0.0000000000000000     
  -5.9443999999999999       0.99274499999999999       0.99068100000000003        2.0639999999999548E-003   0.0000000000000000     
  -5.8493000000000004       0.98740799999999995       0.98676699999999995        6.4100000000000268E-004   0.0000000000000000     
  -5.7542000000000000       0.97989000000000004       0.97996399999999995       -7.3999999999907473E-005   0.0000000000000000     
  -5.6590999999999996       0.96133100000000005       0.96729799999999999       -5.9669999999999446E-003   0.0000000000000000     
  -5.5640000000000001       0.94213400000000003       0.94377000000000000       -1.6359999999999708E-003   0.0000000000000000     
  -5.4688999999999997       0.92491199999999996       0.91443099999999999        1.0480999999999963E-002   0.0000000000000000     
  -5.3738000000000001       0.92392900000000000       0.91915199999999997        4.7770000000000312E-003   0.0000000000000000     
  -5.2786999999999997       0.95086999999999999       0.94948600000000005        1.3839999999999408E-003   0.0000000000000000     
  -5.1835000000000004       0.97345599999999999       0.97038800000000003        3.0679999999999596E-003   0.0000000000000000     
  -5.0884000000000000       0.98460400000000003       0.98143599999999998        3.1680000000000597E-003   0.0000000000000000     
  -4.9932999999999996       0.99100100000000002       0.98740399999999995        3.5970000000000724E-003   0.0000000000000000     
  -4.8982000000000001       0.99134400000000000       0.99084899999999998        4.9500000000002320E-004   0.0000000000000000     
  -4.8030999999999997       0.99388900000000002       0.99296300000000004        9.2599999999998239E-004   0.0000000000000000     
  -4.7080000000000002       0.99679600000000002       0.99431800000000004        2.4779999999999802E-003   0.0000000000000000     
  -4.6128999999999998       0.99580800000000003       0.99520900000000001        5.9900000000001619E-004   0.0000000000000000     
  -4.5178000000000003       0.99603399999999997       0.99579499999999999        2.3899999999998922E-004   0.0000000000000000     
  -4.4226999999999999       0.99644200000000005       0.99616499999999997        2.7700000000008274E-004   0.0000000000000000     
  -4.3274999999999997       0.99759299999999995       0.99636700000000000        1.2259999999999494E-003   0.0000000000000000     
  -4.2324000000000002       0.99794600000000000       0.99642299999999995        1.5230000000000521E-003   0.0000000000000000     
  -4.1372999999999998       0.99785500000000005       0.99633600000000000        1.5190000000000481E-003   0.0000000000000000     
  -4.0422000000000002       0.99572799999999995       0.99608799999999997       -3.6000000000002697E-004   0.0000000000000000     
  -3.9470999999999998       0.99682899999999997       0.99563500000000005        1.1939999999999173E-003   0.0000000000000000     
  -3.8519999999999999       0.99563999999999997       0.99489200000000000        7.4799999999997091E-004   0.0000000000000000     
  -3.7568999999999999       0.99455199999999999       0.99369700000000005        8.5499999999993914E-004   0.0000000000000000     
  -3.6617999999999999       0.99197800000000003       0.99173400000000000        2.4400000000002198E-004   0.0000000000000000     
  -3.5667000000000000       0.98963100000000004       0.98835700000000004        1.2739999999999974E-003   0.0000000000000000     
  -3.4714999999999998       0.98396600000000001       0.98218099999999997        1.7850000000000366E-003   0.0000000000000000     
  -3.3763999999999998       0.96972400000000003       0.97039900000000001       -6.7499999999998117E-004   0.0000000000000000     
  -3.2812999999999999       0.94659599999999999       0.95086599999999999       -4.2699999999999960E-003   0.0000000000000000     
  -3.1861999999999999       0.93357299999999999       0.93995399999999996       -6.3809999999999700E-003   0.0000000000000000     
  -3.0911000000000000       0.94725300000000001       0.95637399999999995       -9.1209999999999347E-003   0.0000000000000000     
  -2.9960000000000000       0.97053900000000004       0.97427500000000000       -3.7359999999999616E-003   0.0000000000000000     
  -2.9009000000000000       0.98425099999999999       0.98431999999999997       -6.8999999999985739E-005   0.0000000000000000     
  -2.8058000000000001       0.99069399999999996       0.98963699999999999        1.0569999999999746E-003   0.0000000000000000     
  -2.7107000000000001       0.99372700000000003       0.99262300000000003        1.1039999999999939E-003   0.0000000000000000     
  -2.6154999999999999       0.99477199999999999       0.99441800000000002        3.5399999999996545E-004   0.0000000000000000     
  -2.5204000000000000       0.99684899999999999       0.99555899999999997        1.2900000000000134E-003   0.0000000000000000     
  -2.4253000000000000       0.99713399999999996       0.99631300000000000        8.2099999999996065E-004   0.0000000000000000     
  -2.3302000000000000       0.99792199999999998       0.99682300000000001        1.0989999999999611E-003   0.0000000000000000     
  -2.2351000000000001       0.99758500000000006       0.99716800000000005        4.1700000000000070E-004   0.0000000000000000     
  -2.1400000000000001       0.99719199999999997       0.99739299999999997       -2.0100000000000673E-004   0.0000000000000000     
  -2.0449000000000002       0.99773400000000001       0.99752300000000005        2.1099999999996122E-004   0.0000000000000000     
  -1.9498000000000000       0.99762700000000004       0.99756800000000001        5.9000000000031250E-005   0.0000000000000000     
  -1.8547000000000000       0.99627800000000000       0.99752900000000000       -1.2510000000000021E-003   0.0000000000000000     
  -1.7596000000000001       0.99699099999999996       0.99739400000000000       -4.0300000000004221E-004   0.0000000000000000     
  -1.6644000000000001       0.99668000000000001       0.99713499999999999       -4.5499999999998320E-004   0.0000000000000000     
  -1.5692999999999999       0.99866500000000002       0.99669600000000003        1.9689999999999985E-003   0.0000000000000000     
  -1.4742000000000000       0.99619000000000002       0.99597300000000000        2.1700000000002273E-004   0.0000000000000000     
  -1.3791000000000000       0.99663000000000002       0.99475300000000000        1.8770000000000175E-003   0.0000000000000000     
  -1.2840000000000000       0.99424400000000002       0.99259299999999995        1.6510000000000691E-003   0.0000000000000000     
  -1.1889000000000001       0.99038599999999999       0.98853800000000003        1.8479999999999608E-003   0.0000000000000000     
  -1.0938000000000001       0.98204499999999995       0.98093300000000005        1.1119999999998909E-003   0.0000000000000000     
 -0.99870000000000003       0.96720399999999995       0.97101599999999999       -3.8120000000000376E-003   0.0000000000000000     
 -0.90359999999999996       0.96388200000000002       0.97179700000000002       -7.9150000000000054E-003   0.0000000000000000     
 -0.80840000000000001       0.97551100000000002       0.98187100000000005       -6.3600000000000323E-003   0.0000000000000000     
 -0.71330000000000005       0.98851999999999995       0.98903399999999997       -5.1400000000001445E-004   0.0000000000000000     
 -0.61819999999999997       0.99384099999999997       0.99281200000000003        1.0289999999999466E-003   0.0000000000000000     
 -0.52310000000000001       0.99400400000000000       0.99481900000000001       -8.1500000000001016E-004   0.0000000000000000     
 -0.42799999999999999       0.99671500000000002       0.99593699999999996        7.7800000000005642E-004   0.0000000000000000     
 -0.33289999999999997       0.99718899999999999       0.99657300000000004        6.1599999999994992E-004   0.0000000000000000     
 -0.23780000000000001       0.99545600000000001       0.99691600000000002       -1.4600000000000168E-003   0.0000000000000000     
 -0.14269999999999999       0.99702000000000002       0.99705500000000002       -3.5000000000007248E-005   0.0000000000000000     
  -4.7600000000000003E-002  0.99627100000000002       0.99701899999999999       -7.4799999999997091E-004   0.0000000000000000     
   4.7600000000000003E-002  0.99664200000000003       0.99680299999999999       -1.6099999999996673E-004   0.0000000000000000     
